title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
(L) Hull Basket in Stone Ultra suede	shopify_US_7659829035163_43380509606043	275.00 USD	206.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_1537002_1ae435c8-791e-4274-b1e2-dbf9109fc356.jpg?v=1757400395,https://cdn.shopify.com/s/files/1/1129/5340/files/LhullbasketCream_fcfcecc7-6154-4351-9e89-23eac67598da.jpg?v=1757400395,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	Knots Studio		"Our Hull baskets collection, designed with inspiration from boat construction, adds a sophisticated touch to your kitchen, bath, or entryway organization. These unique baskets, crafted by our skilled team, serve as a functional and attractive accent piece for shelves or floors."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/3d2e1191148255c0bbcfbe7d7351bbec.jpg?v=1757400395		https://www.knots-studio.com/products/l-hull-basket-in-cream-vegan-suede?variant=43380509606043&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/43380509606043	third party shopify:third party syncing						9		1.5 kg		30030stn
Petrol Velvet Knot Pillow	shopify_US_8483677569179_46362811990171	125.00 USD	100.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/tealpillow.jpg?v=1746956564,https://cdn.shopify.com/s/files/1/1129/5340/files/teal.jpg?v=1746956563	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/722-knot-pillow-02-crop_jpg.jpg?v=1746956563		https://www.knots-studio.com/products/teal-velvet-knot-pillow-new?variant=46362811990171&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46362811990171	third party shopify:third party syncing		Knot Pillow				5		0.3 kg		10010Ptr
Knots Studio Gift Card $600.00	shopify_US_7900041969819_44732986294427	600.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986294427&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986294427	third party shopify:third party syncing	gift card amount:$600.00:Variant		true					0 kg		
Petrol Velvet Woven Stool	shopify_US_8489399812251_46392670650523	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool.jpg?v=1747513804,https://cdn.shopify.com/s/files/1/1129/5340/files/Facetune_10-12-2020-11-02-43.jpg?v=1747513771,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3.jpg?v=1747513717,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2.jpg?v=1747513717	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol1.jpg?v=1747513785		https://www.knots-studio.com/products/ivory-velvet-woven-stool-copy?variant=46392670650523&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392670650523	third party shopify:third party syncing		Woven stool				13		4 kg		20017Ptr
Notepad	shopify_US_7637052653723_43317390114971	14.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/products/14610.jpg?v=1679834577,https://cdn.shopify.com/s/files/1/1129/5340/products/knots14601.jpg?v=1679834577,https://cdn.shopify.com/s/files/1/1129/5340/products/knots14600.jpg?v=1679815248	0	Knots Studio		"Manage tasks and look good doing it with this chic and fun notepad. Featuring eye-catching design inspired by our unique textile techniques, this notepad will make your desk pop—no matter if you're working from home or the office! Notebook size: 21x15 cm 50 lined pages."	office supplies	https://cdn.shopify.com/s/files/1/1129/5340/products/14579.jpg?v=1679834577		https://www.knots-studio.com/products/rug-inspierd?variant=43317390114971&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/43317390114971	third party shopify:third party syncing		Stationery				0		200 g		
(L) Sterling Silver Knot Ottoman	shopify_US_8483262365851_46361339199643	698.00 USD	625.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/silver2.jpg?v=1754766659,https://cdn.shopify.com/s/files/1/1129/5340/files/silver3.jpg?v=1754766659,https://cdn.shopify.com/s/files/1/1129/5340/files/silver1.jpg?v=1754766659	72	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/C0B7AD8A-019F-4CED-B5EC-991CF7391051.png?v=1754766660		https://www.knots-studio.com/products/l-sterling-silver-knot-floor-cushion-new?variant=46361339199643&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361339199643	third party shopify:third party syncing		Large knot cushion				5		8 kg		10030Gry
(M) Sterling Silver Knot Ottoman	shopify_US_8483263217819_47944884682907	495.00 USD	445.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/m_silver.jpg?v=1754766497,https://cdn.shopify.com/s/files/1/1129/5340/files/silver_m2.jpg?v=1754766497,https://cdn.shopify.com/s/files/1/1129/5340/files/silver1.jpg?v=1754766659	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/00B731BC-59D4-4739-9B2B-551BA117FB99.jpg?v=1754766497		https://www.knots-studio.com/products/m-sterling-silver-knot-floor-cushion-new-copy?variant=47944884682907&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/47944884682907	third party shopify:third party syncing		Medium Knot Cushion				7		4 kg		10020Gry
Knots Studio Gift Card $450.00	shopify_US_7900041969819_44732986228891	450.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986228891&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986228891	third party shopify:third party syncing	gift card amount:$450.00:Variant		true					0 kg		
Knots Studio Gift Card $350.00	shopify_US_7900041969819_44732986196123	350.00 USD			in stock	Online	US	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986196123&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986196123	third party shopify:third party syncing	gift card amount:$350.00:Variant		true					0 kg		
Diver's Buoy in Pink	shopify_US_7380891107483_42443773411483	185.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7096.jpg?v=1655121268,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7145_d84a84b9-b459-4295-adc2-8ef81ee376c7.jpg?v=1655121268,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-8.jpg?v=1666860619,https://cdn.shopify.com/s/files/1/1129/5340/products/WHIP-KS-Oc22-DanielHanochPhotographer-5_1956bf37-f208-4683-83ab-157d48364639.jpg?v=1666860620	0	Knots Studio		"Add a whimsical touch to your space with our Buoys collection. The inspiration for this collection came from watching the buoys hanging on the Boats of the Jaffa's old port. These cushions are sure to brighten up your home, adding a nautical appeal to the design. A perfect accent piece for the living room, bedroom and office. Each Cushion is made by our talented team. Size: ø16cm/ 6.5 inchLength : 67cm / 26 inch Materials: stiff foam filling, upholstery materials, polyester vegan suede fabric.Care: Spot clean with cold water and mild soap. Vacuum once a week to keep the fabric fresh and clean. Production and shipping time: We make each piece to order in our studio. Please allow 10 - 15 business days for us to make & ship your purchase. We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience. Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs. Please Read about our shipping, refunds and exchanges policies. For any thoughts or questions please send us a Message and We'll be happy to answer ASAP."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/products/piloow7103.jpg?v=1655121268		https://www.knots-studio.com/products/divers-buoy-in-pink?variant=42443773411483&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/42443773411483	third party shopify:third party syncing		sale				0		0.3 kg		903
(L) Hull Basket in Stone Ultra suede	shopify_US_7659829035163_43380509606043	275.00 USD	206.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250710_1537002_1ae435c8-791e-4274-b1e2-dbf9109fc356.jpg?v=1757400395,https://cdn.shopify.com/s/files/1/1129/5340/files/LhullbasketCream_fcfcecc7-6154-4351-9e89-23eac67598da.jpg?v=1757400395,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	Knots Studio		"Our Hull baskets collection, designed with inspiration from boat construction, adds a sophisticated touch to your kitchen, bath, or entryway organization. These unique baskets, crafted by our skilled team, serve as a functional and attractive accent piece for shelves or floors."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/3d2e1191148255c0bbcfbe7d7351bbec.jpg?v=1757400395		https://www.knots-studio.com/products/l-hull-basket-in-cream-vegan-suede?variant=43380509606043&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/43380509606043	third party shopify:third party syncing						9		1.5 kg		30030stn
(L) Hull Basket in Red Earth Ultra suede	shopify_US_8502532243611_46613149778075	275.00 USD	234.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5033.png?v=1752479858,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/IMG_5025.png?v=1752479858		https://www.knots-studio.com/products/l-hull-basket-in-red-earth-ultra-suede?variant=46613149778075&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613149778075	third party shopify:third party syncing						2		1.5 kg		30030red
(L) Ivory Knot Ottoman	shopify_US_8483249127579_46361305743515	698.00 USD	625.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL.jpg?v=1746873470,https://cdn.shopify.com/s/files/1/1129/5340/files/IVORY3.jpg?v=1746873470	17	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/IVORYL2.jpg?v=1746873470		https://www.knots-studio.com/products/l-ivory-knot-floor-cushion-new?variant=46361305743515&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361305743515	third party shopify:third party syncing		Large knot cushion				7		8 kg		10030Ivr
"Ivory Velvet Woven Bench 37"""	shopify_US_8489417703579_46392747753627	845.00 USD	746.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/A038F31F-29B0-4FAD-9AA0-8D8DA07370D0.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2_ac97268c-fa18-4d5f-bf67-9d85b4bf877f.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2.jpg?v=1754769838	0	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory120.jpg?v=1754769838	shopify_US_8489417703579	https://www.knots-studio.com/products/ivory-velvet-woven-bench?variant=46392747753627&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392747753627	third party shopify:third party syncing	size:"37""":Variant	Woven bench				14		6.9 kg	"37"""	20037Ivr
